NumberOfThreads;NumberOfIterations;RunTime;HowFair; 
92200;10;5.2829e-05;1;
92300;10;5.2827e-05;1;
92400;10;5.3461e-05;1;
92500;10;0.000115447;1;
92600;10;4.9045e-05;1;
92700;10;4.5924e-05;1;
92800;10;4.5512e-05;1;
92900;10;4.5677e-05;1;
93000;10;5.7698e-05;1;
93100;10;0.000174243;1;
93200;10;8.2997e-05;1;
93300;10;4.7584e-05;1;
93400;10;4.6063e-05;1;
93500;10;4.6075e-05;1;
93600;10;4.5123e-05;1;
93700;10;0.000111921;1;
93800;10;4.688e-05;1;
93900;10;4.5626e-05;1;
94000;10;4.5494e-05;1;
94100;10;4.4929e-05;1;
94200;10;3.0113e-05;1;
94300;10;4.3599e-05;1;
94400;10;4.5278e-05;1;
94500;10;4.5268e-05;1;
94600;10;4.5086e-05;1;
94700;10;4.5083e-05;1;
94800;10;4.5846e-05;1;
94900;10;4.4917e-05;1;
95000;10;6.1718e-05;1;
95100;10;9.8782e-05;1;
95200;10;8.7483e-05;1;
95300;10;5.9374e-05;1;
95400;10;7.9057e-05;1;
95500;10;5.4538e-05;1;
95600;10;5.6594e-05;1;
95700;10;5.4653e-05;1;
95800;10;5.8456e-05;1;
95900;10;5.3353e-05;1;
96000;10;5.3717e-05;1;
96100;10;5.5448e-05;1;
96200;10;5.6945e-05;1;
96300;10;5.3733e-05;1;
96400;10;5.3104e-05;1;
96500;10;7.1691e-05;1;
96600;10;5.6098e-05;1;
96700;10;5.3366e-05;1;
96800;10;5.2909e-05;1;
96900;10;5.5104e-05;1;
97000;10;5.3647e-05;1;
97100;10;0.000106308;1;
97200;10;2.7151e-05;1;
97300;10;5.704e-05;1;
97400;10;4.5639e-05;1;
97500;10;4.6589e-05;1;
97600;10;6.3034e-05;1;
97700;10;4.6013e-05;1;
97800;10;5.3659e-05;1;
97900;10;0.000259691;1;
98000;10;7.4207e-05;1;
98100;10;2.8936e-05;1;
98200;10;4.4329e-05;1;
98300;10;4.538e-05;1;
98400;10;6.8248e-05;1;
98500;10;5.0087e-05;1;
98600;10;4.767e-05;1;
98700;10;5.1298e-05;1;
98800;10;4.7757e-05;1;
98900;10;4.4224e-05;1;
99000;10;4.3806e-05;1;
99100;10;4.5663e-05;1;
99200;10;4.4043e-05;1;
99300;10;4.3733e-05;1;
99400;10;4.2062e-05;1;
99500;10;4.3907e-05;1;
99600;10;2.6865e-05;1;
99700;10;4.4123e-05;1;
99800;10;4.5587e-05;1;
99900;10;4.5465e-05;1;
