NumberOfThreads;NumberOfIterations;RunTime;HowFair; 
94000;4;0.00467801;1;
94100;4;0.00534753;1;
94200;4;0.00199912;1;
94300;4;0.000440863;1;
94400;4;9.3256e-05;1;
94500;4;0.000699637;1;
94600;4;0.0030958;1;
94700;4;0.00446705;1;
94800;4;0.00523192;1;
94900;4;0.0128175;1;
95000;4;0.0028923;1;
95100;4;0.00352886;1;
95200;4;0.00281355;1;
95300;4;0.00161777;1;
95400;4;0.000268015;1;
95500;4;7.1969e-05;1;
95600;4;0.000705191;1;
95700;4;1.1798e-05;1;
95800;4;1.4123e-05;1;
95900;4;0.00129199;1;
96000;4;0.00107986;1;
96100;4;0.00039179;1;
96200;4;0.00453632;1;
96300;4;0.00231959;1;
96400;4;0.00201692;1;
96500;4;1.4397e-05;1;
96600;4;1.3311e-05;1;
96700;4;1.3234e-05;1;
96800;4;0.00092518;1;
96900;4;0.0138934;1;
97000;4;0.000176935;1;
97100;4;9.2419e-05;1;
97200;4;3.0221e-05;1;
97300;4;0.00369517;1;
97400;4;0.00157748;1;
97500;4;0.00521124;1;
97600;4;0.00332741;1;
97700;4;0.00256829;1;
97800;4;0.00358585;1;
97900;4;0.00437785;1;
98000;4;0.00136863;1;
98100;4;0.000410373;1;
98200;4;0.0010173;1;
98300;4;0.000521867;1;
98400;4;0.00506614;1;
98500;4;0.00214726;1;
98600;4;0.00382723;1;
98700;4;0.00658078;1;
98800;4;0.0119906;1;
98900;4;0.00165287;1;
99000;4;0.00509823;1;
99100;4;0.00458962;1;
99200;4;0.00542011;1;
99300;4;0.00472453;1;
99400;4;0.00318001;1;
99500;4;0.00375278;1;
99600;4;0.00514504;1;
99700;4;1.4874e-05;1;
99800;4;1.3167e-05;1;
99900;4;0.000121671;1;
